Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Rare Earth Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gas Shale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Cinnabar Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Zirconium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Borax Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Iron Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Titanium Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Tungsten Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alexandrite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Depth Neodymium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur-Rich Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluorite-Rich Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gem-Rich Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Trixite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Geothermal Vent
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfurous Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chrysotile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hematite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Malachite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bauxite
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.stone_biome.desert.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.stone_biome.woodland.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porous Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graphitic Schist
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Schist
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Depth Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Depth Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Depth Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - DNT-Reinforced Depth Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Uranium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Uranium-233
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Uranium-235
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Uranium-238
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Uranium Fuel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Neptunium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Polonium-210
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of MOX Fuel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Plutonium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Plutonium-238
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Plutonium-239
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Plutonium-240
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Reactor Grade Plutonium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Plutonium Fuel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Thorium-232
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Thorium Fuel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Titanium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Sulfur
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Niter
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Block of Niter
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Red Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Advanced Alloy
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tungsten
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Fluorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Beryllium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cobalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Technetium Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cadmium Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lead
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bismuth
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cadmium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coltan
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tantalium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Niobium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lithium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Zirconium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of White Phosphorus
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Red Phosphorus
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Yellowcake
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Scrap
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Electrical Scrap
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Fallout
appliedenergistics2:item.ItemFacade:0, Cable Facade - Foam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Graphite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lignite Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Petroleum Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Drilled Graphite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pile Control Rod
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pile Lithium Fuel (Bred)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Boron
appliedenergistics2:item.ItemFacade:0, Cable Facade - Roll of Insulation
appliedenergistics2:item.ItemFacade:0, Cable Facade - Roll of Fiberglass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Trinitite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Nuclear Waste
appliedenergistics2:item.ItemFacade:0, Cable Facade - Painted Block of Nuclear Waste
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vitrified Block of Nuclear Waste
appliedenergistics2:item.ItemFacade:0, Cable Facade - Corium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Schraranium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Schrabidium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ferric Schrabidate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Solinium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Schrabidium Fuel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Euphemium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schrabidium Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Euphemium-Etched Schrabidium Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Dineutronium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Magnetized Tungsten
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of CMB Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Block of Desh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Block of High-Speed Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Block of Starmetal§r
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Polymer
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bakelite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Rubber
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Australium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Weidanium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Reiium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Unobtainium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Daffergon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Verticium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lanthanium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Radium-226
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Actinium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tritium Cells
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Semtex
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of C-4
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of S'more
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Slag
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Nuka Cola Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Nuka Cola Quantum Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of S~Cola RAD Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of S~Cola Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Korl Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Fritz Cola Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Sunset Sarsaparilla Bottle Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Sunset Sarsaparilla Star Caps
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Copper Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tungsten Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminium Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Steel Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beryllium Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hazmat Cloth Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - RBMK Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth RBMK Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crushed Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Tritium Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Tritium Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Tritium Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Tritium Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowing Asphalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Ducrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Industrial Tinge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Industrial Stripe
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Deep Indigo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Mysterious Purple
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Manly Pink
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Hazard Stripe
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asbestos Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moldy Debris
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ducrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ducrete Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rebar Reinforced Concrete Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Broken Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Marked Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ducrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compound Mesh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Firebricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - CMB Steel Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced CMB Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Large Vinyl Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Small Vinyl Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Laboratory Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Laboratory Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.siege_emergency.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.siege_hole.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteorite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteorite Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Broken Meteorite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteorite Treasure Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Meteor Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Starmetal Static Electricity Generator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brittle Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magmatic Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Radioactive Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Arcane Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mechanist's Circle
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berzelianite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berzelianite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berzelianite Tile
